Date,Open,High,Low,Close,Volume
2025-10-21,261.8800048828125,265.2900085449219,261.8800048828125,262.8399963378906,40552797
2025-10-22,262.7900085449219,262.8500061035156,255.42999267578125,258.42999267578125,35208649
2025-10-23,259.8900146484375,260.6199035644531,258.0101013183594,259.5799865722656,23547346
2025-10-24,261.19000244140625,264.1300048828125,259.17999267578125,262.739990234375,30941470
2025-10-27,264.8800048828125,269.0799865722656,264.65008544921875,268.739990234375,33646441
2025-10-28,269.135009765625,269.8699951171875,268.1499938964844,269.0299987792969,34286738
2025-10-29,269.2749938964844,271.4100036621094,268.70001220703125,268.7300109863281,13302468
