ts_utc,symbol,last_close,pred_close,d_pct,signal
2025-10-27 10:37:18,AAPL,262.82,262.62,-0.08,HOLD
2025-10-27 10:37:18,NVDA,186.26,186.61,0.19,HOLD
2025-10-27 10:37:18,AMD,252.92,253.68,0.3,BUY
2025-10-27 10:37:18,TSLA,433.72,433.73,0.0,HOLD
2025-10-27 10:37:18,AMZN,224.21,223.93,-0.13,HOLD
2025-10-27 10:37:18,GOOGL,259.92,260.21,0.11,HOLD
2025-10-27 10:37:18,MSFT,523.61,523.19,-0.08,HOLD
2025-10-27 10:37:18,KO,69.71,69.76,0.07,HOLD
