n_days,bh_cum,sharpe,maxdd,avg_ret_1d,vol_1d,group
1032,0.5959858033806849,0.5745674493444135,0.3625254151299756,0.0005794451737057153,0.01600927267643263,-1
1,0.0,0.0,-0.0,0.0,,0
1481,0.6372983421267258,0.5511287239168474,0.24264094284748716,0.0004007854305909002,0.01154407526590386,1
