fold,n_tr,n_va,rmse,mae
3,213,21,0.0004179738475086281,0.0004179738461971283
4,234,22,0.03712344530290873,0.03647390753030777
5,256,21,0.08724912874704266,0.08724913001060486
7,294,21,0.04247433656520783,0.04247433692216873
8,315,21,0.02011014910132778,0.020110148936510086
9,336,21,7.839593947276637e-05,7.839594036340714e-05
11,377,21,0.003318774015029994,0.0033187740482389927
14,438,21,0.048127118128293254,0.04812711849808693
15,459,22,0.04059050561596381,0.0395532101392746
