n_days,bh_cum,sharpe,maxdd,avg_ret_1d,vol_1d,group
1013,75.99999328398421,1.2375826580260156,0.6122010493815668,0.006893480088257386,0.08842286466839762,-1
1,0.0,0.0,-0.0,0.0,,0
1500,112.8903581956859,1.5690276779666106,0.5890927226575914,0.003930128771566914,0.039762753057000964,1
