fold,n_tr,n_va,rmse,mae
3,213,21,0.059253644369158885,0.059253644198179245
4,234,22,0.05951956244378556,0.059404127299785614
5,256,21,0.05339524955832873,0.05339524894952774
7,294,21,0.027224691292825405,0.027224691584706306
8,315,21,7.040984886724171e-05,7.04098492860794e-05
9,336,21,0.08181272361828994,0.08181272447109222
11,377,21,0.033063843603023835,0.033063843846321106
14,438,21,0.0005584077425140159,0.0005584077443927526
15,459,22,0.006599152840479035,0.005009661428630352
