Date,Open,High,Low,Close,Volume
2025-10-21 13:30:00,182.77999877929688,182.77999877929688,182.05999755859375,182.0850067138672,4378468
2025-10-21 13:31:00,182.0850067138672,182.35000610351562,181.86000061035156,182.02000427246094,1045725
2025-10-21 13:32:00,182.02000427246094,182.1999969482422,181.93499755859375,181.97000122070312,529549
2025-10-21 13:33:00,181.99000549316406,182.0699005126953,181.85009765625,182.0399932861328,475685
2025-10-21 13:34:00,182.03990173339844,182.3800048828125,182.00999450683594,182.2449951171875,552270
2025-10-21 13:35:00,182.26499938964844,182.50999450683594,182.07000732421875,182.47000122070312,639313
2025-10-21 13:36:00,182.4799041748047,182.64999389648438,182.35000610351562,182.47000122070312,661307
2025-10-21 13:37:00,182.47999572753906,182.47999572753906,182.08999633789062,182.25999450683594,497178
2025-10-21 13:38:00,182.25999450683594,182.47999572753906,182.16000366210938,182.30499267578125,378705
2025-10-21 13:39:00,182.30499267578125,182.30990600585938,181.99000549316406,182.0198974609375,489946
2025-10-21 13:40:00,182.01499938964844,182.11000061035156,181.8699951171875,181.9801025390625,539343
2025-10-21 13:41:00,181.98500061035156,182.02999877929688,181.42999267578125,181.5,955477
2025-10-21 13:42:00,181.49989318847656,181.5399932861328,181.30999755859375,181.45599365234375,611311
2025-10-21 13:43:00,181.4499969482422,181.45989990234375,181.0500030517578,181.24000549316406,653059
2025-10-21 13:44:00,181.23849487304688,181.49000549316406,181.2100067138672,181.2899932861328,637677
2025-10-21 13:45:00,181.2899932861328,181.3350067138672,181.10000610351562,181.18600463867188,479873
2025-10-21 13:46:00,181.17999267578125,181.27999877929688,180.91290283203125,181.2301025390625,813243
2025-10-21 13:47:00,181.22999572753906,181.3979949951172,181.1199951171875,181.1800994873047,512135
2025-10-21 13:48:00,181.1699981689453,181.33999633789062,180.91000366210938,180.98500061035156,575331
2025-10-21 13:49:00,180.99000549316406,181.02999877929688,180.6999969482422,180.9604949951172,777298
2025-10-21 13:50:00,180.97500610351562,181.30999755859375,180.94119262695312,181.27000427246094,589708
2025-10-21 13:51:00,181.27000427246094,181.3699951171875,181.12010192871094,181.35000610351562,497930
2025-10-21 13:52:00,181.3300018310547,181.35699462890625,181.1699981689453,181.1999969482422,420343
2025-10-21 13:53:00,181.19000244140625,181.52000427246094,181.16000366210938,181.39599609375,684188
2025-10-21 13:54:00,181.39149475097656,181.44000244140625,181.22999572753906,181.32179260253906,341474
2025-10-21 13:55:00,181.3300018310547,181.3350067138672,180.9700927734375,180.99000549316406,577760
2025-10-21 13:56:00,180.99000549316406,181.13999938964844,180.95199584960938,181.0399932861328,351989
2025-10-21 13:57:00,181.0,181.0850067138672,180.66510009765625,180.7799072265625,560933
2025-10-21 13:58:00,180.77999877929688,181.22000122070312,180.77999877929688,181.19500732421875,491043
2025-10-21 13:59:00,181.19500732421875,181.1999969482422,180.86000061035156,180.94000244140625,350230
2025-10-21 14:00:00,180.9550018310547,181.05999755859375,180.76100158691406,180.8350067138672,411695
2025-10-21 14:01:00,180.83999633789062,180.88999938964844,180.66000366210938,180.8300018310547,429675
2025-10-21 14:02:00,180.82009887695312,181.0,180.75,180.97000122070312,360167
2025-10-21 14:03:00,180.97000122070312,181.1300048828125,180.67999267578125,180.69500732421875,564993
2025-10-21 14:04:00,180.6699981689453,180.6699981689453,180.44000244140625,180.46499633789062,715310
2025-10-21 14:05:00,180.46499633789062,180.47999572753906,180.21400451660156,180.28970336914062,784261
2025-10-21 14:06:00,180.28070068359375,180.50900268554688,180.25999450683594,180.4398956298828,550329
2025-10-21 14:07:00,180.42999267578125,180.5500030517578,180.3000030517578,180.3300018310547,477936
2025-10-21 14:08:00,180.32009887695312,180.3699951171875,180.05999755859375,180.17999267578125,644586
2025-10-21 14:09:00,180.17999267578125,180.2100067138672,180.0498046875,180.0601043701172,474111
2025-10-21 14:10:00,180.06500244140625,180.35000610351562,179.93499755859375,180.29989624023438,1448867
2025-10-21 14:11:00,180.29849243164062,180.30450439453125,180.0500030517578,180.11000061035156,512445
2025-10-21 14:12:00,180.19000244140625,180.2949981689453,180.1114959716797,180.2100067138672,346310
2025-10-21 14:13:00,180.2050018310547,180.2698974609375,180.1199951171875,180.1999969482422,383469
2025-10-21 14:14:00,180.19400024414062,180.58999633789062,180.13999938964844,180.57989501953125,553244
2025-10-21 14:15:00,180.5749969482422,180.72999572753906,180.50999450683594,180.71420288085938,511991
2025-10-21 14:16:00,180.71499633789062,180.82000732421875,180.63499450683594,180.7550048828125,498998
2025-10-21 14:17:00,180.75,180.8800048828125,180.71499633789062,180.81500244140625,358341
