n_days,bh_cum,sharpe,maxdd,avg_ret_1d,vol_1d,group
812,3.3058030246791956,1.0879496729236178,0.4362837817217854,0.0023041337714717136,0.033620111839416815,-1
1,0.0,0.0,-0.0,0.0,,0
1701,6.230180219029224,1.1838619517948088,0.3745933223188702,0.001322160670640201,0.017728967413558765,1
