n_days,bh_cum,sharpe,maxdd,avg_ret_1d,vol_1d,group
838,266.16428128900674,2.2594516386991153,0.537669343432033,0.00801800219750424,0.05633306629568626,0
838,263.7687986554159,2.104304095734308,0.6266718711532908,0.008293139790560169,0.06256201901002091,1
838,170.58795253905976,1.6891688943119414,0.6636205530533923,0.008598472583560881,0.0808069110937338,2
