n_days,bh_cum,sharpe,maxdd,avg_ret_1d,vol_1d,group
838,6.380975818243619,1.804380903191266,0.23210889066976603,0.002640382835218221,0.023229451171873167,0
838,6.066863830125891,1.4059106677326672,0.5290788057070679,0.002834111979998297,0.032000705273725887,1
838,6.6191733061291815,1.3444956726096742,0.524803778985398,0.003031077347844336,0.03578803724019758,2
