n_days,bh_cum,sharpe,maxdd,avg_ret_1d,vol_1d,group
709,253.68209921710385,1.5645106097540142,0.62122130675778,0.012310429752214962,0.12490935677918417,-1
1,0.0,0.0,-0.0,0.0,,0
1804,241.77655433234503,1.7713748969977625,0.603936958286349,0.0035754445268669217,0.032042015703173624,1
