fold,n_tr,n_va,rmse,mae
3,213,21,0.0134400333086106,0.013440033420920372
4,234,22,0.028913293524857053,0.02707427740097046
5,256,21,0.038577117388499636,0.0385771170258522
7,294,21,0.07614690726012568,0.07614690810441971
8,315,21,0.008178750080755137,0.008178750053048134
9,336,21,0.015280605455694497,0.015280605293810368
11,377,21,0.05613234205188199,0.05613234266638756
14,438,21,0.009283657341209773,0.009283657185733318
15,459,22,0.00347605405571032,0.003346566576510668
