n_days,bh_cum,sharpe,maxdd,avg_ret_1d,vol_1d,group
1092,21.841986452624983,0.9292190957434564,0.703548645539422,0.005597739817778424,0.09563015351001616,-1
1,0.0,0.0,-0.0,0.0,,0
1421,28.29801852272371,1.2607753656363736,0.593482442213157,0.0032625769662414737,0.041079327155073744,1
