Date,symbol,ret,weight,pos,ATR_14,equity,sharpe_rolling
2015-10-28,AAPL,0.0,0.011665550376586663,0.0,0.8100013732910121,1.0,
2015-10-29,AAPL,0.0,0.013355608444689205,0.0,0.7075014114379847,1.0,
2015-10-30,AAPL,0.0,0.015260983093050372,0.0,0.6191679636637346,1.0,
2015-11-02,AAPL,0.0,0.01627400710255665,0.0,0.5806260108947736,1.0,
2015-11-03,AAPL,0.0,0.0156442027440094,0.0,0.6040008544921861,1.0,
2015-11-04,AAPL,0.0,0.01588084459866077,0.00357283075123436,0.5950005849202457,1.0,
2015-11-05,AAPL,0.0,0.01575788423070009,0.0005097006085619538,0.5996434347970124,1.0,
2015-11-06,AAPL,1.8244245847297276e-05,0.016817096420981264,0.0021829800011031438,0.5618753433227526,1.0000182442458474,
2015-11-09,AAPL,-6.806824291483363e-05,0.017232417986211033,-0.0,0.5483334859212232,0.9999501747610788,
2015-11-10,AAPL,-0.0005431138849009962,0.015586158931805047,-0.0,0.6062501907348619,0.9994070879369569,
2015-11-11,AAPL,0.0,0.015712804792761388,-0.0,0.6013637889515256,0.9994070879369569,
2015-11-12,AAPL,0.0,0.016415392235171605,-0.0,0.5756251017252589,0.9994070879369569,
2015-11-13,AAPL,0.0,0.0158093199919153,-0.0,0.5976924896240221,0.9994070879369569,
2015-11-16,AAPL,0.0,0.015418127892983035,-0.0,0.6128572736467621,0.9994070879369569,
2015-11-17,AAPL,0.0,0.016127710409708815,-0.0,0.5858929497855042,0.9994070879369569,
2015-11-18,AAPL,0.0,0.015476757604742772,0.0015674760165747873,0.6105356216430662,0.9994070879369569,
2015-11-19,AAPL,0.0,0.014943531079024614,0.0038619384139678653,0.6323212214878625,0.9994070879369569,
2015-11-20,AAPL,6.542094701637613e-05,0.015253688605514109,0.008401938120583466,0.6194640568324495,0.9994724700951045,
2015-11-23,AAPL,-0.0001981832630704352,0.01543162338345839,0.004673603924377731,0.6123213086809428,0.999274391379632,
2015-11-24,AAPL,0.0001480908028797305,0.015418134747936834,0.006587099701079682,0.6128570011683875,0.9994223747265486,
2015-11-25,AAPL,-0.00011024050565548534,0.015976761480206773,0.0010066593330540136,0.5914284842354915,0.9993121978985954,
2015-11-27,AAPL,0.0,0.016162192224537096,-0.0,0.5846429552350726,0.9993121978985954,
2015-11-30,AAPL,6.722318254575625e-05,0.016211704189239666,-0.0,0.5828574044363837,0.999379374844895,
2015-12-01,AAPL,-0.00013155827948786885,0.01759142605685255,-0.0,0.5371430260794509,0.9992478982137848,
2015-12-02,AAPL,-0.00015891315198912157,0.017697327765519827,-0.0,0.5339287349155976,0.9990891045806611,
2015-12-03,AAPL,-0.00016437174571882937,0.01690575340702842,-0.0,0.5589287621634357,0.9989248825604126,
2015-12-04,AAPL,0.0,0.01654111195216866,0.0017068455973035224,0.5712500980922164,0.9989248825604126,
2015-12-07,AAPL,0.0,0.01718019736066922,-0.0,0.5500001907348641,0.9989248825604126,
2015-12-08,AAPL,-7.261846738212263e-06,0.01717462424898306,0.0013001782272003995,0.5501786640712201,0.9989176285210125,
2015-12-09,AAPL,-0.00037914047618755925,0.01754476339874513,-0.0,0.5385716302054274,0.9985388984156629,
2015-12-10,AAPL,8.345908429795401e-05,0.018501748536016344,0.0015542036150028706,0.5107145309448244,0.9986222355577605,
2015-12-11,AAPL,-0.0004762003053338962,0.017191358703026224,-0.0,0.5496431078229632,0.9981466913442747,
2015-12-14,AAPL,0.0,0.016650413955492556,-0.0,0.5675001144409177,0.9981466913442747,
2015-12-15,AAPL,0.0,0.016535937809204117,-0.0,0.5714288439069468,0.9981466913442747,
2015-12-16,AAPL,0.0,0.015618364402342792,-0.0,0.6050000871930796,0.9981466913442747,
2015-12-17,AAPL,0.0,0.01456109839122877,-0.0,0.6489285060337606,0.9981466913442747,
2015-12-18,AAPL,0.0,0.013783547168164826,-0.0,0.6855355671473904,0.9981466913442747,
2015-12-21,AAPL,0.0,0.013837612232564004,-0.0,0.6828571047101695,0.9981466913442747,
2015-12-22,AAPL,0.0,0.014118202102962961,-0.0,0.6692857742309563,0.9981466913442747,
2015-12-23,AAPL,0.0,0.0144734733896255,-0.0,0.65285723549979,0.9981466913442747,
2015-12-24,AAPL,0.0,0.01580968396461523,-0.0,0.5976787294660288,0.9981466913442747,
2015-12-28,AAPL,0.0,0.015904724804947493,0.0011828301827445278,0.5941072191510877,0.9981466913442747,
2015-12-29,AAPL,0.0,0.015499418670821117,0.002024528089163158,0.6096429824829096,0.9981466913442747,
2015-12-30,AAPL,-0.000202401568554896,0.016256534949367466,0.00013643515953300163,0.5812500544956747,0.9979446648882987,
2015-12-31,AAPL,-0.00031204269849160083,0.015739149880548843,-0.0,0.6003571919032503,0.9976332635421217,
2016-01-04,AAPL,1.3456829014007213e-05,0.01571577579707482,-0.0,0.6012501035417829,0.9976466885223678,
2016-01-05,AAPL,-0.0003938266645758066,0.015692474586508447,-0.0,0.6021428789411277,0.997253788654602,
2016-01-06,AAPL,0.0,0.015513056907057473,-0.0,0.6091070175170906,0.997253788654602,
2016-01-07,AAPL,0.0,0.015036951981371076,-0.0,0.62839276450021,0.997253788654602,
2016-01-08,AAPL,0.0,0.015302204574717872,-0.0,0.6175000326974059,0.997253788654602,
2016-01-11,AAPL,0.0,0.016049446242684492,-0.0,0.5887500217982714,0.997253788654602,
2016-01-12,AAPL,0.0,0.015876094603747972,-0.0,0.5951786041259773,0.997253788654602,
2016-01-13,AAPL,0.0,0.014719062785311057,-0.0,0.641964231218611,0.997253788654602,
2016-01-14,AAPL,0.0,0.013554053529810739,0.004174223109471933,0.69714287349156,0.997253788654602,
2016-01-15,AAPL,0.0,0.012553981941550245,0.00022008408732699617,0.7526784624372213,0.997253788654602,
2016-01-19,AAPL,-6.0746331975466266e-05,0.01217837282804056,-0.0,0.7758928026471822,0.9971932091448926,
2016-01-20,AAPL,1.637859464892677e-05,0.011601628044986769,-0.0,0.8144642966134205,0.9972095417682519,
2016-01-21,AAPL,-5.873306028020086e-05,0.011260912667989424,-0.0,0.8391071047101699,0.9971509726001233,
2016-01-22,AAPL,0.0005987104470203679,0.01065760981393366,0.0020103481847045046,0.8866070338657922,0.9977479773046756,
2016-01-25,AAPL,0.0,0.010887867528689766,0.002541678986819512,0.867856979370117,0.9977479773046756,-3.8655029286847817
2016-01-26,AAPL,6.022000355044092e-05,0.011030859556103674,0.003656665143649325,0.8566070284162244,0.9978080616914113,-3.7514275808910607
2016-01-27,AAPL,-0.0007247999346493615,0.010219201905900543,-0.0,0.9246428353445866,0.9970848504735048,-4.330497939967463
2016-01-28,AAPL,0.0,0.010659755614808962,-0.0,0.8864285605294359,0.9970848504735048,-4.330497939967463
2016-01-29,AAPL,0.0,0.01053454722718216,-0.0,0.8969642094203399,0.9970848504735048,-4.330497939967463
2016-02-01,AAPL,0.0,0.010568211425347218,-0.0,0.8941070011683865,0.9970848504735048,-4.330497939967463
2016-02-02,AAPL,0.0,0.01057032298570786,-0.0,0.8939283915928427,0.9970848504735048,-4.330497939967463
2016-02-03,AAPL,0.0,0.0108144374397677,0.003284804561793238,0.8737497329711912,0.9970848504735048,-4.330497939967463
2016-02-04,AAPL,0.0,0.011421336125911185,0.002976550134178969,0.8273210525512695,0.9970848504735048,-4.36002660882636
2016-02-05,AAPL,-0.00030504211784057345,0.011655297603456754,-0.0,0.8107139042445594,0.9967806975990496,-4.633049399262005
2016-02-08,AAPL,0.00012272717574846945,0.011782466680841324,-0.0,0.8019638061523438,0.9969030296789065,-3.8848299247203584
2016-02-09,AAPL,-2.480788005956561e-06,0.012553988758585627,0.0006769955481201053,0.7526780537196568,0.9969005565738275,-3.8889004172107686
2016-02-10,AAPL,-9.515619995947504e-05,0.012762917655999052,-0.0,0.7403567177908761,0.9968056953051264,-4.035213042870213
2016-02-11,AAPL,0.0,0.013769202917310791,-0.0,0.6862497329711914,0.9968056953051264,-4.035213042870213
2016-02-12,AAPL,0.0,0.014073151553885483,-0.0,0.6714282717023577,0.9968056953051264,-4.035213042870213
2016-02-16,AAPL,0.0,0.014054460962060228,0.0023878106893872536,0.6723211833408903,0.9968056953051264,-4.035213042870213
2016-02-17,AAPL,0.0,0.01600576362728555,0.005091104081209357,0.5903568267822268,0.9968056953051264,-4.035213042870213
2016-02-18,AAPL,-0.0003034114276656093,0.015687828310915596,0.0032633142207227146,0.6023212160382955,0.9965032530660086,-4.4234487658645865
2016-02-19,AAPL,-3.5854366320268674e-05,0.01683048593943063,0.004117885496587808,0.5614283425467358,0.9964675240733338,-4.5941903050472925
2016-02-22,AAPL,0.00014720477321190033,0.017360575340724996,0.005175922476440427,0.5442856379917692,0.996614208849228,-4.049875052989268
2016-02-23,AAPL,-0.00039243983286121507,0.017258658263406713,-0.0,0.5474997929164341,0.9962230977356802,-4.766954541722157
2016-02-24,AAPL,0.0,0.01709142145535462,-0.0,0.5528569902692523,0.9962230977356802,-4.603712449898154
2016-02-25,AAPL,0.0,0.017446434664466718,0.0009054000001854281,0.5416070393153597,0.9962230977356802,-4.603712449898154
2016-02-26,AAPL,0.0,0.018540658258319402,0.0016749734661516183,0.5096427372523712,0.9962230977356802,-4.718298983288872
2016-02-29,AAPL,-4.2090262050674487e-05,0.019269857241624166,-0.0,0.49035712650844004,0.9961811664444356,-4.592534347097309
2016-03-01,AAPL,0.0007652929917377301,0.017919079607129098,0.009835073779845502,0.5273212705339707,0.9969435369096166,-2.767243642173338
2016-03-02,AAPL,3.921435825439138e-05,0.018547158302035755,0.008333952488966428,0.5094641276768278,0.9969826314106324,-2.510884558571741
2016-03-03,AAPL,0.0001380681759456756,0.0191305308772074,0.008687452041686049,0.4939283643450058,0.9971202829840008,-2.319715995080536
2016-03-04,AAPL,0.0,0.018534167721894302,0.010336009739583067,0.509821210588728,0.9971202829840008,-2.319715995080536
2016-03-07,AAPL,-0.0002051154203711044,0.0190753586335875,0.009342176802662874,0.49535696847098215,0.996915758237996,-2.5587306403095402
2016-03-08,AAPL,-0.0001572923971491527,0.019489885125957146,0.0009685581656488009,0.4848213195800781,0.9967589509686271,-2.3242179965101393
2016-03-09,AAPL,1.7362832866108726e-05,0.020621603430424757,0.0007569847649290822,0.45821421486990793,0.9967762575277006,-2.415688431966578
2016-03-10,AAPL,1.0195665993957103e-05,0.019751787787375814,-0.0,0.47839273725237164,0.996786420325493,-1.858957292733696
2016-03-11,AAPL,0.0,0.0196564059499015,-0.0,0.48071411677769255,0.996786420325493,-1.858957292733696
2016-03-14,AAPL,0.0,0.02057349288875547,0.0013109380814494828,0.45928573608398465,0.996786420325493,-1.858957292733696
2016-03-15,AAPL,0.0,0.020898503520841487,0.007055330431066216,0.4521429879324779,0.996786420325493,-1.858957292733696
2016-03-16,AAPL,0.00027776732291000413,0.02071849033847193,0.009239320411328852,0.45607144492013163,0.9970632950209798,-1.4513525909712657
